"","TF","MEMBERS"
"1127","Misin03G364500.1","'Misin05G092300.1"", 'Misin05G247400.1"", 'Misin05G314100.1"", 'Misin05G339600.1"", 'Misin17G203500.1"", 'Misin16G122600.1"", 'Misin08G008900.1"", 'Misin08G012600.1"", 'Misin08G315400.1"", 'Misin01G145000.1"", 'Misin01G314400.1"", 'Misin06G308700.1"", 'Misin06G317500.1"", 'Misin06G322600.1"", 'Misin06G376100.1"", 'Misin02G007500.1"", 'Misin02G115400.1"", 'Misin02G278100.1"", 'Misin02G380900.1"", 'Misin14G025200.1"", 'Misin14G130700.1"", 'Misin14G166200.1"", 'Misin14G170000.1"", 'Misin09G144600.1"", 'Misin15G007200.1"", 'Misin15G046500.1"", 'Misin03G036800.1"", 'Misin03G080500.1"", 'Misin03G254400.1"", 'Misin12G020900.1"", 'Misin12G129500.1"", 'Misin12G183700.1"", 'Misin12G243100.1"", 'MisinT326800.1"", 'Misin04G274800.1"", 'Misin13G136900.1"", 'Misin07G062600.1"", 'Misin07G094600.1"", 'Misin07G273800.1"", 'Misin07G299600.1"""
"1128","Misin03G364600.1","'"""
"1129","Misin03G364800.1","'MisinT280800.1"", 'MisinT260600.1"", 'Misin05G039100.1"", 'Misin05G041300.1"", 'Misin05G243100.1"", 'Misin05G289000.1"", 'Misin05G291900.1"", 'Misin05G292000.1"", 'Misin05G308300.1"", 'MisinT358000.1"", 'MisinT102200.1"", 'Misin10G061300.1"", 'Misin10G107500.1"", 'Misin17G029200.1"", 'Misin17G030600.1"", 'Misin17G050100.1"", 'Misin17G175700.1"", 'Misin17G236100.1"", 'Misin16G031400.1"", 'Misin16G178900.1"", 'Misin16G201800.1"", 'Misin16G256600.1"", 'Misin08G029400.1"", 'Misin08G230600.1"", 'Misin08G246400.1"", 'Misin08G328100.1"", 'Misin01G004400.1"", 'Misin01G067600.1"", 'Misin01G138000.1"", 'Misin01G195400.1"", 'Misin01G298600.1"", 'Misin01G328100.1"", 'Misin01G328400.1"", 'Misin01G413300.1"", 'Misin01G442300.1"", 'Misin01G453600.1"", 'Misin01G479500.1"", 'MisinT387700.1"", 'MisinT235800.1"", 'Misin06G119200.1"", 'Misin06G161900.1"", 'Misin06G245400.1"", 'Misin06G295500.1"", 'Misin06G314600.1"", 'Misin06G393200.1"", 'Misin02G025100.1"", 'Misin02G085800.1"", 'Misin02G305800.1"", 'Misin02G334400.1"", 'Misin02G400700.1"", 'Misin14G002700.1"", 'MisinT074400.1"", 'Misin09G095800.1"", 'MisinT319500.1"", 'Misin11G166800.1"", 'Misin11G169300.1"", 'Misin11G170900.1"", 'Misin11G173200.1"", 'Misin15G043100.1"", 'MisinT306800.1"", 'Misin19G014600.1"", 'Misin03G010800.1"", 'Misin03G044900.1"", 'Misin18G018600.1"", 'Misin18G031500.1"", 'Misin18G100200.1"", 'Misin18G188700.1"", 'Misin12G001900.1"", 'Misin04G177800.1"", 'Misin04G346700.1"", 'Misin04G365300.1"", 'Misin13G105700.1"", 'Misin13G110200.1"", 'Misin13G111800.1"", 'MisinT434500.1"", 'Misin07G355000.1"", 'Misin07G412200.1"", 'Misin07G546100.1"""
"1130","Misin03G365800.1","'Misin17G165400.1"", 'Misin08G011300.1"", 'Misin06G067000.1"", 'Misin02G098000.1"", 'Misin11G137100.1"", 'Misin11G143600.1"", 'Misin11G248800.1"", 'MisinT024900.1"", 'Misin15G109200.1"", 'Misin03G308300.1"", 'Misin12G126200.1"", 'Misin04G340100.1"", 'Misin07G271500.1"""
"1131","Misin03G366500.1","'Misin05G116600.1"", 'Misin05G338800.1"", 'Misin05G349100.1"", 'Misin05G362300.1"", 'Misin10G043400.1"", 'Misin10G068000.1"", 'Misin10G126200.1"", 'Misin10G159500.1"", 'Misin10G181000.1"", 'MisinT227100.1"", 'Misin16G020300.1"", 'Misin16G114200.1"", 'Misin16G124400.1"", 'Misin16G176500.1"", 'Misin16G191200.1"", 'Misin16G227500.1"", 'Misin16G255000.1"", 'Misin08G004700.1"", 'Misin08G099800.1"", 'Misin08G139700.1"", 'Misin08G188200.1"", 'Misin08G307400.1"", 'Misin08G329700.1"", 'Misin01G169900.1"", 'Misin01G235800.1"", 'Misin01G270200.1"", 'Misin01G400600.1"", 'Misin01G414000.1"", 'Misin01G419900.1"", 'Misin01G454100.1"", 'MisinT454500.1"", 'Misin06G055700.1"", 'Misin06G247900.1"", 'Misin06G255700.1"", 'Misin06G305800.1"", 'Misin06G311400.1"", 'Misin06G351300.1"", 'Misin06G356900.1"", 'Misin02G100100.1"", 'Misin02G109600.1"", 'Misin02G212800.1"", 'Misin02G253900.1"", 'Misin02G376300.1"", 'Misin02G394800.1"", 'Misin14G001400.1"", 'Misin14G054700.1"", 'Misin14G060600.1"", 'Misin14G084400.1"", 'Misin09G167600.1"", 'Misin09G188600.1"", 'Misin11G057500.1"", 'Misin11G069800.1"", 'Misin11G215100.1"", 'Misin11G230200.1"", 'Misin11G264000.1"", 'MisinT331300.1"", 'Misin15G052900.1"", 'Misin19G029000.1"", 'Misin19G053600.1"", 'Misin19G102500.1"", 'Misin19G138400.1"", 'Misin03G006000.1"", 'Misin03G210300.1"", 'Misin03G341800.1"", 'MisinT217200.1"", 'Misin18G030800.1"", 'Misin18G046300.1"", 'Misin18G104600.1"", 'Misin18G107300.1"", 'Misin18G243100.1"", 'MisinT249900.1"", 'Misin04G008500.1"", 'Misin04G026800.1"", 'Misin04G072900.1"", 'Misin04G124700.1"", 'Misin04G295700.1"", 'Misin04G299100.1"", 'Misin04G315100.1"", 'Misin13G045800.1"", 'MisinT225600.1"", 'MisinT433100.1"", 'MisinT210100.1"", 'Misin07G222500.1"", 'Misin07G467300.1"", 'Misin07G556900.1"""
"1132","Misin03G368100.1","'Misin05G179400.1"", 'Misin05G305500.1"", 'Misin05G380200.1"", 'Misin10G011500.1"", 'Misin17G039200.1"", 'Misin17G148200.1"", 'Misin16G124600.1"", 'Misin08G114100.1"", 'Misin08G193600.1"", 'Misin08G252600.1"", 'Misin01G099400.1"", 'MisinT012100.1"", 'Misin06G141100.1"", 'Misin06G220000.1"", 'Misin02G295300.1"", 'Misin02G320500.1"", 'Misin09G093600.1"", 'Misin15G184500.1"", 'Misin19G042000.1"", 'MisinT203900.1"", 'Misin03G005100.1"", 'Misin03G158100.1"", 'Misin03G360900.1"", 'Misin18G132800.1"", 'Misin18G163700.1"", 'Misin18G167300.1"", 'Misin12G066300.1"", 'Misin12G107800.1"", 'Misin12G144900.1"", 'Misin04G051400.1"", 'Misin04G110900.1"", 'Misin13G004500.1"", 'MisinT550700.1"", 'Misin07G056300.1"", 'Misin07G069000.1"", 'Misin07G345400.1"", 'Misin07G484000.1"""
"1133","Misin03G368800.1","'Misin05G190800.1"", 'Misin05G288300.1"", 'Misin10G036000.1"", 'MisinT359000.1"", 'Misin16G216200.1"", 'Misin08G099000.1"", 'Misin01G325200.1"", 'Misin06G026500.1"", 'Misin02G059800.1"", 'Misin09G044500.1"", 'MisinT382400.1"", 'Misin15G004200.1"", 'Misin15G004300.1"", 'Misin19G035000.1"", 'Misin19G108800.1"", 'Misin03G111000.1"", 'Misin18G077000.1"", 'Misin18G158500.1"", 'Misin18G181800.1"", 'Misin04G012000.1"", 'Misin04G327800.1"", 'Misin04G330700.1"", 'Misin13G054200.1"", 'Misin07G042800.1"", 'Misin07G218400.1"", 'MisinT202300.1"""
"1134","Misin04G004200.1","'Misin10G061100.1"", 'Misin07G478300.1"""
"1135","Misin04G004400.1","'Misin05G016500.1"", 'Misin05G337900.1"", 'Misin17G107200.1"", 'Misin08G055100.1"", 'Misin08G116400.1"", 'Misin08G253800.1"", 'Misin01G192100.1"", 'Misin01G223200.1"", 'Misin06G013200.1"", 'Misin06G067500.1"", 'Misin06G070400.1"", 'Misin06G245500.1"", 'Misin06G250000.1"", 'Misin06G256300.1"", 'Misin02G380200.1"", 'Misin14G114800.1"", 'Misin09G124600.1"", 'MisinT508600.1"", 'Misin15G046100.1"", 'Misin15G105000.1"", 'Misin19G073800.1"", 'Misin19G117800.1"", 'Misin19G162900.1"", 'Misin19G169400.1"", 'Misin03G015100.1"", 'Misin03G307100.1"", 'Misin03G368400.1"", 'Misin18G227500.1"", 'Misin18G232000.1"", 'Misin04G216200.1"", 'Misin04G236800.1"", 'Misin04G258400.1"", 'Misin07G502500.1"""
"1136","Misin04G009200.1","'Misin05G006700.1"", 'Misin05G099400.1"", 'Misin05G289400.1"", 'Misin05G291800.1"", 'Misin05G293100.1"", 'Misin05G304600.1"", 'Misin05G371600.1"", 'Misin10G036100.1"", 'Misin17G004900.1"", 'Misin17G020000.1"", 'Misin17G218700.1"", 'Misin16G056100.1"", 'MisinT367000.1"", 'Misin01G003200.1"", 'Misin01G006800.1"", 'Misin01G091500.1"", 'Misin01G228500.1"", 'Misin01G273800.1"", 'Misin01G436500.1"", 'Misin01G471500.1"", 'Misin06G164100.1"", 'Misin02G006000.1"", 'Misin02G118100.1"", 'Misin02G260000.1"", 'Misin02G287600.1"", 'Misin02G328200.1"", 'Misin02G424700.1"", 'Misin09G010000.1"", 'Misin09G052200.1"", 'Misin09G112200.1"", 'Misin11G003500.1"", 'Misin11G232700.1"", 'Misin15G096300.1"", 'Misin15G143600.1"", 'Misin15G193400.1"", 'Misin19G043400.1"", 'Misin19G070100.1"", 'Misin19G104200.1"", 'Misin19G155500.1"", 'Misin19G276700.1"", 'Misin03G046100.1"", 'Misin03G264500.1"", 'Misin03G327000.1"", 'Misin03G333500.1"", 'MisinT258400.1"", 'Misin18G043300.1"", 'Misin18G159300.1"", 'Misin18G159800.1"", 'Misin18G196700.1"", 'Misin18G261300.1"", 'Misin18G277200.1"", 'Misin12G102500.1"", 'Misin12G171300.1"", 'Misin12G188500.1"", 'Misin04G184700.1"", 'Misin04G288600.1"", 'Misin04G332100.1"", 'Misin04G392200.1"", 'Misin13G105700.1"", 'Misin13G200000.1"", 'MisinT532000.1"", 'Misin07G024700.1"", 'Misin07G231400.1"", 'Misin07G345600.1"", 'Misin07G425300.1"", 'Misin07G548400.1"""
"1137","Misin04G012600.1","'Misin05G046000.1"", 'Misin05G327400.1"", 'Misin05G378200.1"", 'Misin17G051900.1"", 'Misin17G255500.1"", 'Misin16G088800.1"", 'Misin01G032600.1"", 'Misin01G511300.1"", 'Misin14G109200.1"", 'Misin14G153200.1"", 'Misin15G127300.1"", 'MisinT552600.1"", 'Misin03G065600.1"", 'Misin03G103100.1"", 'Misin03G279800.1"", 'Misin03G299800.1"", 'MisinT382300.1"", 'Misin12G098100.1"", 'Misin12G249100.1"", 'Misin12G266100.1"", 'Misin04G169800.1"", 'Misin04G194500.1"", 'Misin04G354500.1"", 'Misin04G382300.1"", 'Misin13G061000.1"", 'Misin13G194100.1"", 'Misin07G153900.1"""
"1138","Misin04G012900.1","'MisinT590000.1"", 'Misin05G019200.1"", 'Misin05G107000.1"", 'Misin05G130700.1"", 'Misin05G173500.1"", 'Misin05G314000.1"", 'Misin05G366200.1"", 'Misin10G144800.1"", 'Misin10G167100.1"", 'Misin17G043700.1"", 'Misin17G120200.1"", 'Misin17G203900.1"", 'Misin17G209000.1"", 'Misin17G229700.1"", 'Misin16G030300.1"", 'Misin16G072300.1"", 'Misin16G150300.1"", 'Misin16G156300.1"", 'Misin16G218000.1"", 'Misin08G054100.1"", 'Misin08G112500.1"", 'Misin08G116700.1"", 'Misin08G134700.1"", 'Misin08G159000.1"", 'Misin08G210000.1"", 'Misin08G245900.1"", 'Misin01G033200.1"", 'Misin01G107400.1"", 'Misin01G204100.1"", 'Misin01G215400.1"", 'Misin01G353500.1"", 'Misin01G368200.1"", 'Misin01G504000.1"", 'Misin06G034400.1"", 'Misin06G041500.1"", 'Misin06G106500.1"", 'Misin06G244300.1"", 'Misin06G305600.1"", 'Misin06G353200.1"", 'Misin06G358800.1"", 'Misin02G072600.1"", 'Misin02G077300.1"", 'Misin02G187000.1"", 'Misin02G259100.1"", 'Misin02G336200.1"", 'Misin02G415100.1"", 'Misin14G059000.1"", 'Misin14G167400.1"", 'Misin09G060800.1"", 'Misin09G115600.1"", 'Misin09G194800.1"", 'Misin11G127700.1"", 'Misin11G167600.1"", 'MisinT348200.1"", 'Misin15G071800.1"", 'Misin15G080900.1"", 'Misin15G105100.1"", 'Misin19G108500.1"", 'Misin19G188100.1"", 'Misin19G217400.1"", 'Misin19G248800.1"", 'MisinT363400.1"", 'Misin03G029900.1"", 'Misin03G173200.1"", 'Misin03G358500.1"", 'MisinT502900.1"", 'MisinT155400.1"", 'Misin18G005300.1"", 'Misin18G045100.1"", 'Misin18G070900.1"", 'Misin18G083400.1"", 'Misin18G088500.1"", 'Misin18G115200.1"", 'Misin18G146200.1"", 'Misin18G221900.1"", 'Misin12G098000.1"", 'Misin12G179900.1"", 'Misin12G187600.1"", 'Misin12G223800.1"", 'Misin12G252400.1"", 'Misin04G036700.1"", 'Misin04G051600.1"", 'Misin04G215900.1"", 'Misin04G260800.1"", 'Misin04G272400.1"", 'Misin13G040700.1"", 'Misin13G077400.1"", 'MisinT249200.1"", 'Misin07G019900.1"", 'Misin07G124600.1"", 'Misin07G194600.1"", 'Misin07G379600.1"", 'Misin07G429300.1"", 'Misin07G437100.1"", 'Misin07G544600.1"", 'Misin07G548200.1"", 'Misin07G551300.1"", 'Misin07G551500.1"""
"1139","Misin04G019700.1","'Misin05G146500.1"", 'Misin05G168200.1"", 'Misin10G014200.1"", 'Misin10G184400.1"", 'Misin17G034800.1"", 'Misin17G176900.1"", 'Misin17G242200.1"", 'MisinT077100.1"", 'Misin16G045200.1"", 'Misin16G229300.1"", 'Misin16G243600.1"", 'MisinT209500.1"", 'Misin08G055100.1"", 'Misin08G092600.1"", 'Misin08G104100.1"", 'Misin08G118500.1"", 'Misin08G129100.1"", 'Misin08G176200.1"", 'Misin08G299900.1"", 'Misin01G003800.1"", 'Misin01G040800.1"", 'Misin01G097300.1"", 'Misin01G116700.1"", 'Misin01G176300.1"", 'Misin01G484100.1"", 'Misin06G158000.1"", 'Misin06G324800.1"", 'Misin06G394900.1"", 'Misin02G051600.1"", 'Misin14G051600.1"", 'Misin09G017000.1"", 'Misin09G115200.1"", 'MisinT414400.1"", 'Misin11G076800.1"", 'Misin11G136100.1"", 'Misin11G224100.1"", 'Misin11G230900.1"", 'MisinT024100.1"", 'Misin15G101100.1"", 'Misin19G107200.1"", 'Misin19G112200.1"", 'Misin19G169400.1"", 'MisinT363600.1"", 'Misin18G246600.1"", 'MisinT238500.1"", 'Misin12G237400.1"", 'Misin04G155000.1"", 'Misin04G197700.1"", 'Misin04G271300.1"", 'Misin04G281100.1"", 'Misin04G321600.1"", 'Misin13G033900.1"", 'Misin13G077900.1"", 'Misin13G078000.1"", 'Misin13G120100.1"", 'Misin13G144100.1"", 'Misin13G145300.1"", 'MisinT210300.1"", 'Misin07G104200.1"", 'Misin07G271600.1"", 'Misin07G277200.1"", 'Misin07G491200.1"", 'Misin07G502500.1"", 'Misin07G543100.1"""
"1140","Misin04G020400.1","'Misin05G133400.1"", 'Misin01G513100.1"", 'Misin11G166700.1"", 'Misin13G110400.1"""
"1141","Misin04G022000.1","'Misin05G117300.1"", 'Misin02G342000.1"""
"1142","Misin04G027600.1","'Misin05G022500.1"", 'Misin05G121500.1"", 'Misin05G362700.1"", 'Misin05G371700.1"", 'Misin10G027500.1"", 'Misin10G030600.1"", 'Misin17G055700.1"", 'Misin17G056000.1"", 'Misin17G175500.1"", 'Misin17G252700.1"", 'MisinT570400.1"", 'Misin16G047200.1"", 'MisinT432200.1"", 'Misin08G165600.1"", 'Misin08G177000.1"", 'Misin01G066100.1"", 'Misin01G317800.1"", 'Misin01G334600.1"", 'Misin01G335200.1"", 'Misin01G423400.1"", 'Misin01G445100.1"", 'Misin06G061000.1"", 'Misin06G114900.1"", 'Misin06G247400.1"", 'Misin06G251800.1"", 'Misin06G283600.1"", 'Misin02G370800.1"", 'Misin02G427100.1"", 'Misin02G478100.1"", 'Misin14G055400.1"", 'Misin09G100700.1"", 'Misin09G174700.1"", 'Misin09G203100.1"", 'MisinT373900.1"", 'MisinT580400.1"", 'Misin19G033300.1"", 'Misin19G109100.1"", 'Misin19G221900.1"", 'Misin19G231200.1"", 'Misin19G231300.1"", 'Misin19G241100.1"", 'Misin19G241200.1"", 'Misin03G024800.1"", 'Misin03G070400.1"", 'Misin03G100200.1"", 'Misin03G120000.1"", 'Misin03G147200.1"", 'Misin03G160300.1"", 'Misin18G019100.1"", 'Misin18G045200.1"", 'Misin18G053000.1"", 'Misin04G032200.1"", 'Misin04G049300.1"", 'Misin04G202300.1"", 'Misin04G227200.1"", 'Misin04G331500.1"", 'Misin13G008700.1"", 'Misin13G059200.1"", 'Misin13G153800.1"", 'MisinT518400.1"", 'Misin07G198000.1"", 'Misin07G226200.1"", 'Misin07G525400.1"""
"1143","Misin04G028700.1","'Misin05G277500.1"", 'Misin05G278100.1"", 'Misin10G123300.1"", 'Misin17G029200.1"", 'Misin17G091200.1"", 'Misin08G221300.1"", 'Misin08G253200.1"", 'Misin01G100700.1"", 'Misin01G486000.1"", 'Misin06G059200.1"", 'Misin06G176800.1"", 'Misin06G202300.1"", 'Misin06G208700.1"", 'Misin06G274100.1"", 'Misin06G284600.1"", 'Misin06G346700.1"", 'Misin06G363400.1"", 'Misin06G382000.1"", 'Misin02G089600.1"", 'Misin02G179200.1"", 'Misin02G218700.1"", 'Misin02G292000.1"", 'Misin02G348400.1"", 'Misin02G355300.1"", 'Misin02G369200.1"", 'Misin02G442600.1"", 'Misin09G121300.1"", 'Misin11G150900.1"", 'Misin03G162300.1"", 'Misin12G198000.1"", 'Misin12G222200.1"", 'Misin04G031000.1"", 'Misin04G210600.1"", 'Misin07G002600.1"", 'Misin07G216200.1"", 'Misin07G229700.1"", 'Misin07G275800.1"""
"1144","Misin04G031900.1","'Misin05G116300.1"", 'Misin05G341500.1"", 'Misin08G275200.1"", 'Misin01G036100.1"", 'Misin01G475400.1"", 'Misin02G097500.1"", 'Misin02G134000.1"", 'Misin02G416500.1"", 'Misin11G176500.1"", 'MisinT190500.1"", 'MisinT190600.1"", 'Misin19G145800.1"", 'Misin04G136100.1"", 'Misin04G256200.1"", 'Misin13G187100.1"", 'Misin07G133600.1"", 'Misin07G510300.1"""
"1145","Misin04G033200.1","'Misin05G018400.1"", 'Misin05G188900.1"", 'Misin05G255700.1"", 'Misin05G275000.1"", 'Misin05G293000.1"", 'Misin10G065000.1"", 'Misin10G144000.1"", 'Misin08G220200.1"", 'Misin08G299700.1"", 'Misin01G417700.1"", 'Misin01G503000.1"", 'Misin06G035300.1"", 'Misin02G099000.1"", 'Misin02G423600.1"", 'Misin14G018200.1"", 'Misin11G079100.1"", 'Misin15G051500.1"", 'Misin15G114300.1"", 'Misin03G022400.1"", 'Misin03G128700.1"", 'Misin18G060600.1"", 'Misin04G112200.1"", 'Misin04G175200.1"", 'MisinT165500.1"""
"1146","Misin04G039900.1","'Misin05G150400.1"", 'Misin05G219500.1"", 'Misin05G286400.1"", 'Misin05G335400.1"", 'Misin05G359600.1"", 'Misin05G366400.1"", 'Misin05G372800.1"", 'Misin05G389900.1"", 'Misin10G081200.1"", 'Misin17G005000.1"", 'Misin17G034800.1"", 'Misin17G094800.1"", 'Misin17G134200.1"", 'Misin17G135700.1"", 'Misin17G136200.1"", 'Misin17G224300.1"", 'Misin17G233700.1"", 'Misin16G045100.1"", 'Misin16G045200.1"", 'Misin16G108300.1"", 'Misin16G133800.1"", 'Misin16G145300.1"", 'Misin16G221200.1"", 'MisinT560300.1"", 'Misin08G026600.1"", 'Misin08G118500.1"", 'Misin08G215800.1"", 'Misin08G267800.1"", 'Misin01G040800.1"", 'Misin01G058200.1"", 'Misin01G064400.1"", 'Misin01G106700.1"", 'Misin01G113200.1"", 'Misin01G162500.1"", 'Misin01G457000.1"", 'MisinT414800.1"", 'Misin06G061800.1"", 'Misin06G132200.1"", 'Misin06G200000.1"", 'Misin06G252300.1"", 'Misin06G357100.1"", 'Misin02G391500.1"", 'Misin02G470300.1"", 'Misin02G502200.1"", 'Misin14G053500.1"", 'Misin14G072000.1"", 'Misin09G139200.1"", 'Misin11G094900.1"", 'Misin11G098100.1"", 'Misin11G135900.1"", 'Misin11G222200.1"", 'Misin15G005100.1"", 'Misin15G080000.1"", 'Misin19G078600.1"", 'Misin19G103100.1"", 'Misin19G107200.1"", 'Misin19G122700.1"", 'Misin19G158100.1"", 'Misin19G217200.1"", 'Misin19G250300.1"", 'Misin19G256100.1"", 'Misin19G275500.1"", 'Misin03G121000.1"", 'Misin03G348800.1"", 'Misin18G004400.1"", 'Misin18G104100.1"", 'Misin18G159600.1"", 'Misin18G187500.1"", 'Misin18G188600.1"", 'MisinT540500.1"", 'Misin12G022000.1"", 'Misin12G081000.1"", 'Misin12G100900.1"", 'Misin12G151700.1"", 'Misin04G115200.1"", 'Misin04G193200.1"", 'Misin04G197700.1"", 'Misin04G300200.1"", 'Misin04G312500.1"", 'Misin04G332600.1"", 'Misin13G177300.1"", 'MisinT126700.1"", 'MisinT225500.1"", 'MisinT019500.1"", 'Misin07G034000.1"", 'Misin07G054000.1"", 'Misin07G078300.1"", 'Misin07G111400.1"", 'Misin07G156700.1"", 'Misin07G327700.1"", 'Misin07G358800.1"", 'Misin07G477500.1"""
"1147","Misin04G040500.1","'Misin11G101800.1"""
"1148","Misin04G041700.1","'Misin05G042100.1"", 'Misin12G234600.1"""
"1149","Misin04G042200.1","'Misin05G138000.1"", 'Misin05G170700.1"", 'Misin05G204000.1"", 'Misin05G227800.1"", 'Misin10G081900.1"", 'Misin10G173900.1"", 'Misin16G207000.1"", 'Misin08G009100.1"", 'Misin01G327200.1"", 'Misin01G495000.1"", 'Misin02G058200.1"", 'Misin02G185700.1"", 'Misin02G231300.1"", 'Misin02G293300.1"", 'Misin11G126600.1"", 'Misin03G018100.1"", 'Misin03G023000.1"", 'Misin03G047700.1"", 'Misin12G229900.1"", 'MisinT051700.1"""
"1150","Misin04G045400.1","'"""
"1151","Misin04G047700.1","'Misin05G114800.1"", 'Misin05G222400.1"", 'Misin05G263800.1"", 'Misin05G336200.1"", 'Misin10G012400.1"", 'Misin10G083700.1"", 'Misin16G036200.1"", 'Misin16G060400.1"", 'Misin16G134200.1"", 'Misin16G148100.1"", 'Misin16G177600.1"", 'Misin16G261100.1"", 'Misin08G135700.1"", 'Misin01G176100.1"", 'Misin01G250000.1"", 'Misin01G380000.1"", 'Misin01G436100.1"", 'MisinT505900.1"", 'Misin06G100900.1"", 'Misin06G220000.1"", 'Misin06G271600.1"", 'Misin06G367900.1"", 'Misin06G381500.1"", 'Misin06G391200.1"", 'Misin02G071000.1"", 'Misin02G136000.1"", 'Misin02G405500.1"", 'Misin02G429600.1"", 'Misin02G433200.1"", 'Misin09G051900.1"", 'Misin11G228900.1"", 'Misin19G185100.1"", 'MisinT180800.1"", 'Misin03G011900.1"", 'Misin18G114100.1"", 'Misin18G176900.1"", 'MisinT206400.1"", 'Misin12G021700.1"", 'Misin12G045800.1"", 'Misin12G136900.1"", 'Misin12G138300.1"", 'Misin04G097000.1"", 'Misin04G191500.1"", 'Misin04G230500.1"", 'Misin04G236900.1"", 'Misin04G292500.1"", 'Misin04G349400.1"", 'Misin04G351600.1"", 'Misin13G149500.1"", 'Misin13G171500.1"", 'MisinT225700.1"", 'Misin07G025700.1"", 'Misin07G069000.1"", 'Misin07G194500.1"", 'Misin07G255200.1"", 'Misin07G270300.1"", 'Misin07G301700.1"", 'Misin07G341200.1"", 'Misin07G521300.1"", 'MisinT026400.1"""
"1152","Misin04G050200.1","'Misin05G017700.1"", 'Misin05G138600.1"", 'Misin05G160000.1"", 'Misin05G199700.1"", 'Misin05G233200.1"", 'Misin05G270300.1"", 'Misin05G323200.1"", 'Misin05G337300.1"", 'Misin05G354100.1"", 'Misin10G131400.1"", 'Misin17G121200.1"", 'Misin17G125500.1"", 'Misin17G131800.1"", 'Misin17G193000.1"", 'Misin17G212900.1"", 'Misin17G217500.1"", 'Misin17G264400.1"", 'Misin16G132300.1"", 'Misin16G134100.1"", 'Misin16G148900.1"", 'Misin16G186000.1"", 'Misin16G187400.1"", 'Misin16G192000.1"", 'Misin16G203300.1"", 'Misin16G205400.1"", 'Misin16G216800.1"", 'Misin08G167800.1"", 'Misin08G203000.1"", 'Misin08G251500.1"", 'Misin08G272800.1"", 'Misin01G087200.1"", 'Misin01G099900.1"", 'Misin01G156100.1"", 'Misin01G257700.1"", 'Misin01G396200.1"", 'Misin01G404700.1"", 'Misin01G433600.1"", 'Misin01G509600.1"", 'Misin06G059900.1"", 'Misin06G130800.1"", 'Misin06G228900.1"", 'Misin06G284400.1"", 'Misin06G361500.1"", 'Misin06G409600.1"", 'Misin02G000500.1"", 'Misin02G067300.1"", 'Misin02G087000.1"", 'Misin02G122800.1"", 'Misin02G224700.1"", 'Misin02G371900.1"", 'Misin14G137900.1"", 'Misin09G066500.1"", 'Misin11G044300.1"", 'Misin11G149500.1"", 'Misin11G269500.1"", 'Misin15G006700.1"", 'Misin19G021200.1"", 'Misin19G151800.1"", 'Misin19G169900.1"", 'Misin19G181000.1"", 'Misin19G216400.1"", 'Misin19G239300.1"", 'Misin19G265200.1"", 'Misin03G031300.1"", 'Misin03G042400.1"", 'Misin03G073400.1"", 'Misin03G279700.1"", 'Misin18G190600.1"", 'Misin18G223100.1"", 'Misin12G045400.1"", 'Misin12G124000.1"", 'Misin12G185100.1"", 'Misin12G279800.1"", 'Misin04G009800.1"", 'Misin04G278300.1"", 'Misin04G301900.1"", 'Misin04G313600.1"", 'Misin04G363300.1"", 'Misin13G105200.1"", 'Misin13G120000.1"", 'Misin13G187900.1"", 'MisinT100500.1"", 'Misin07G002300.1"", 'Misin07G021700.1"", 'Misin07G046300.1"", 'Misin07G064800.1"", 'Misin07G111800.1"", 'Misin07G117100.1"", 'Misin07G158600.1"", 'Misin07G183900.1"", 'Misin07G208300.1"", 'Misin07G226600.1"", 'Misin07G254700.1"", 'Misin07G344500.1"", 'Misin07G367500.1"", 'Misin07G396600.1"", 'Misin07G455800.1"", 'Misin07G482900.1"", 'Misin07G528600.1"""
"1153","Misin04G050800.1","'MisinT566500.1"", 'MisinT113200.1"", 'Misin06G316600.1"", 'Misin11G084100.1"", 'Misin15G131000.1"", 'Misin04G338800.1"""
"1154","Misin04G051700.1","'Misin10G155000.1"", 'Misin17G187300.1"", 'MisinT559700.1"", 'Misin02G131000.1"", 'Misin02G210000.1"", 'Misin18G149700.1"""
